ensembl_gene_id,gene_biotype,gene
ENSG00000246422,lncRNA,AC008781.2
ENSG00000246451,lncRNA,AL049840.2
ENSG00000246523,lncRNA,FZD4-DT
ENSG00000246528,lncRNA,AC079089.1
ENSG00000246548,lncRNA,LINC02288
ENSG00000246560,lncRNA,UBE2D3-AS1
ENSG00000246627,lncRNA,CACNA1C-AS1
ENSG00000246662,lncRNA,LINC00535
ENSG00000246695,lncRNA,RASSF8-AS1
ENSG00000246705,protein_coding,H2AFJ
ENSG00000246851,lncRNA,AL157938.3
ENSG00000246859,lncRNA,STARD4-AS1
ENSG00000246877,lncRNA,DNM1P35
ENSG00000246889,lncRNA,AP000487.1
ENSG00000246922,protein_coding,UBAP1L
ENSG00000246982,lncRNA,Z84485.1
ENSG00000247077,protein_coding,PGAM5
ENSG00000247081,lncRNA,BAALC-AS1
ENSG00000247092,lncRNA,SNHG10
ENSG00000247121,lncRNA,AC009126.1
ENSG00000247131,lncRNA,AC025263.1
ENSG00000247134,lncRNA,AC090204.1
ENSG00000247151,lncRNA,CSTF3-DT
ENSG00000247157,lncRNA,LINC01252
ENSG00000247199,lncRNA,AC011346.1
ENSG00000247228,lncRNA,AC009060.1
ENSG00000247240,lncRNA,UBL7-AS1
ENSG00000247271,lncRNA,ZBED5-AS1
ENSG00000247317,lncRNA,LY6E-DT
ENSG00000247345,lncRNA,AC092343.1
ENSG00000247381,lncRNA,PLUT
ENSG00000247400,lncRNA,DNAJC3-DT
ENSG00000247416,lncRNA,AP000802.1
ENSG00000247498,lncRNA,GPRC5D-AS1
ENSG00000247516,lncRNA,MIR4458HG
ENSG00000247572,lncRNA,CKMT2-AS1
ENSG00000247624,lncRNA,CPEB2-DT
ENSG00000247675,lncRNA,LRP4-AS1
ENSG00000247679,lncRNA,AC139795.2
ENSG00000247708,lncRNA,STX18-AS1
ENSG00000247728,lncRNA,AC091057.2
ENSG00000247746,protein_coding,USP51
ENSG00000247765,lncRNA,AC068446.2
ENSG00000247796,lncRNA,AC008966.1
ENSG00000247809,lncRNA,NR2F2-AS1
ENSG00000247828,lncRNA,TMEM161B-AS1
ENSG00000247853,lncRNA,AC006064.2
ENSG00000247877,lncRNA,AC021086.1
ENSG00000247925,lncRNA,AL139807.1
ENSG00000247934,lncRNA,AC022364.1
ENSG00000247950,lncRNA,SEC24B-AS1
ENSG00000247970,lncRNA,AL160313.1
ENSG00000247982,lncRNA,LINC00926
ENSG00000248008,lncRNA,NRAV
ENSG00000248019,lncRNA,FAM13A-AS1
ENSG00000248049,lncRNA,UBA6-AS1
ENSG00000248079,lncRNA,DPH6-DT
ENSG00000248092,lncRNA,NNT-AS1
ENSG00000248115,lncRNA,AC023154.1
ENSG00000248131,lncRNA,LINC01194
ENSG00000248138,lncRNA,AC097515.1
ENSG00000248150,lncRNA,LINC02150
ENSG00000248152,lncRNA,AC093879.1
ENSG00000248174,lncRNA,LINC02268
ENSG00000248176,lncRNA,AC109349.1
ENSG00000248184,lncRNA,LINC02283
ENSG00000248197,lncRNA,LINC00290
ENSG00000248202,lncRNA,LINC02234
ENSG00000248210,lncRNA,LINC02355
ENSG00000248211,lncRNA,TRPC7-AS1
ENSG00000248215,lncRNA,LINC02505
ENSG00000248242,lncRNA,AC004053.1
ENSG00000248245,lncRNA,AC010307.2
ENSG00000248256,lncRNA,OCIAD1-AS1
ENSG00000248265,lncRNA,AC023794.1
ENSG00000248268,lncRNA,AC010275.1
ENSG00000248296,lncRNA,AC025465.1
ENSG00000248300,lncRNA,LINC02360
ENSG00000248307,lncRNA,LINC00616
ENSG00000248309,lncRNA,MEF2C-AS1
ENSG00000248319,lncRNA,LINC02275
ENSG00000248323,lncRNA,LUCAT1
ENSG00000248333,protein_coding,CDK11B
ENSG00000248343,lncRNA,AC096576.2
ENSG00000248360,lncRNA,LINC00504
ENSG00000248367,lncRNA,AC008610.1
ENSG00000248371,lncRNA,LINC02056
ENSG00000248373,lncRNA,AC096577.1
ENSG00000248397,lncRNA,LINC00498
ENSG00000248429,lncRNA,FAM198B-AS1
ENSG00000248441,lncRNA,LINC01197
ENSG00000248445,lncRNA,SEMA6A-AS1
ENSG00000248455,lncRNA,LINC02217
ENSG00000248457,lncRNA,LINC02220
ENSG00000248458,lncRNA,AL139147.1
ENSG00000248464,lncRNA,FGF10-AS1
ENSG00000248469,lncRNA,AC139491.1
ENSG00000248475,lncRNA,AC016642.1
ENSG00000248485,protein_coding,PCP4L1
ENSG00000248487,protein_coding,ABHD14A
ENSG00000248489,lncRNA,LINC02062
ENSG00000248508,lncRNA,SRP14-AS1
ENSG00000248510,lncRNA,LINC02267
ENSG00000248515,lncRNA,AC024230.1
ENSG00000248528,lncRNA,LINC02058
ENSG00000248529,lncRNA,AC026746.1
ENSG00000248533,lncRNA,AC034226.1
ENSG00000248540,lncRNA,AC010931.2
ENSG00000248550,lncRNA,OTX2-AS1
ENSG00000248551,lncRNA,AC095050.1
ENSG00000248559,lncRNA,AC109454.2
ENSG00000248587,lncRNA,GDNF-AS1
ENSG00000248596,lncRNA,AC139491.2
ENSG00000248636,lncRNA,AC002070.1
ENSG00000248646,lncRNA,AC096759.1
ENSG00000248663,lncRNA,LINC00992
ENSG00000248664,lncRNA,AC010273.2
ENSG00000248673,lncRNA,LINC01331
ENSG00000248676,lncRNA,AC083902.1
ENSG00000248677,lncRNA,LINC02102
ENSG00000248685,lncRNA,LINC02484
ENSG00000248690,lncRNA,HAS2-AS1
ENSG00000248692,lncRNA,ADGRL3-AS1
ENSG00000248693,lncRNA,LINC02100
ENSG00000248698,transcribed_processed_pseudogene,LINC01085
ENSG00000248710,protein_coding,AC079594.2
ENSG00000248713,protein_coding,C4orf54
ENSG00000248714,lncRNA,AC091180.2
ENSG00000248724,lncRNA,NPHP3-AS1
ENSG00000248727,lncRNA,LINC01948
ENSG00000248738,lncRNA,AC037441.1
ENSG00000248752,lncRNA,AC116362.1
ENSG00000248774,lncRNA,AC097534.1
ENSG00000248801,lncRNA,C8orf34-AS1
ENSG00000248816,lncRNA,AC079226.2
ENSG00000248837,lncRNA,AC097512.1
ENSG00000248844,lncRNA,LINC02753
ENSG00000248859,lncRNA,LINC01574
ENSG00000248869,lncRNA,LINC02511
ENSG00000248874,lncRNA,C5orf17
ENSG00000248890,lncRNA,HHIP-AS1
ENSG00000248896,lncRNA,AC105001.1
ENSG00000248898,lncRNA,AC022126.1
ENSG00000248905,protein_coding,FMN1
ENSG00000248927,lncRNA,AC114284.1
ENSG00000248932,lncRNA,AC046134.2
ENSG00000248954,lncRNA,AC027801.1
ENSG00000248969,lncRNA,AC137810.1
ENSG00000248973,lncRNA,AC106799.2
ENSG00000248975,lncRNA,AL133372.2
ENSG00000248980,lncRNA,AC019163.1
ENSG00000248994,lncRNA,AC124852.1
ENSG00000248995,lncRNA,LINC02231
ENSG00000249001,lncRNA,AC093895.1
ENSG00000249035,lncRNA,CLMAT3
ENSG00000249042,lncRNA,AC008771.1
ENSG00000249061,lncRNA,AC109492.1
ENSG00000249069,lncRNA,LINC01033
ENSG00000249085,lncRNA,AC035140.1
ENSG00000249087,lncRNA,ZNF436-AS1
ENSG00000249096,lncRNA,LINC02362
ENSG00000249109,lncRNA,AC140125.2
ENSG00000249112,lncRNA,AC112196.1
ENSG00000249115,protein_coding,HAUS5
ENSG00000249141,protein_coding,AL159163.1
ENSG00000249150,lncRNA,AC010267.1
ENSG00000249175,lncRNA,AC008534.1
ENSG00000249203,lncRNA,LINC02224
ENSG00000249209,protein_coding,AP000311.1
ENSG00000249240,protein_coding,AC069368.1
ENSG00000249242,protein_coding,TMEM150C
ENSG00000249249,lncRNA,AC010226.1
ENSG00000249252,lncRNA,AC098829.1
ENSG00000249258,lncRNA,AC079193.2
ENSG00000249306,lncRNA,LINC01411
ENSG00000249307,lncRNA,LINC01088
ENSG00000249319,protein_coding,AC068533.4
ENSG00000249328,lncRNA,AC036214.1
ENSG00000249330,lncRNA,AC095060.1
ENSG00000249335,lncRNA,AC093523.1
ENSG00000249345,lncRNA,LINC02405
ENSG00000249348,lncRNA,UGDH-AS1
ENSG00000249352,lncRNA,LINC02198
ENSG00000249364,lncRNA,AC112206.2
ENSG00000249375,lncRNA,CASC11
ENSG00000249378,lncRNA,LINC01060
ENSG00000249381,lncRNA,LINC00500
ENSG00000249395,lncRNA,CASC9
ENSG00000249407,lncRNA,IL20RB-AS1
ENSG00000249413,lncRNA,AC116049.2
ENSG00000249417,lncRNA,AC117383.1
ENSG00000249419,lncRNA,AC023136.1
ENSG00000249425,lncRNA,LINC02477
ENSG00000249426,lncRNA,AC093206.1
ENSG00000249429,lncRNA,AC016598.1
ENSG00000249436,lncRNA,AC008780.1
ENSG00000249437,protein_coding,NAIP
ENSG00000249451,lncRNA,AC021491.1
ENSG00000249458,lncRNA,AC092673.1
ENSG00000249459,transcribed_unprocessed_pseudogene,ZNF286B
ENSG00000249464,lncRNA,LINC01091
ENSG00000249483,lncRNA,AC026726.1
ENSG00000249484,lncRNA,LINC01470
ENSG00000249487,lncRNA,LINC01586
ENSG00000249494,lncRNA,AC008629.1
ENSG00000249500,lncRNA,LINC01179
ENSG00000249502,lncRNA,AC006160.1
ENSG00000249509,lncRNA,AC023886.1
ENSG00000249526,lncRNA,AC008667.1
ENSG00000249534,lncRNA,LINC01258
ENSG00000249547,lncRNA,AC092440.1
ENSG00000249550,lncRNA,LINC01234
ENSG00000249592,lncRNA,AC139887.2
ENSG00000249593,lncRNA,AC011405.1
ENSG00000249618,lncRNA,LINC02465
ENSG00000249631,lncRNA,AC005699.1
ENSG00000249635,lncRNA,AC109361.1
ENSG00000249637,lncRNA,AC008438.1
ENSG00000249662,protein_coding,LINC02218
ENSG00000249673,lncRNA,NOP14-AS1
ENSG00000249675,lncRNA,AC097487.1
ENSG00000249678,lncRNA,AC097716.1
ENSG00000249693,protein_coding,THEGL
ENSG00000249740,lncRNA,OSMR-AS1
ENSG00000249743,lncRNA,AC116345.1
ENSG00000249753,lncRNA,AC084357.2
ENSG00000249773,protein_coding,AC092647.5
ENSG00000249776,lncRNA,AC124854.1
ENSG00000249781,lncRNA,LINC02112
ENSG00000249786,lncRNA,EAF1-AS1
ENSG00000249797,lncRNA,LINC02147
ENSG00000249806,lncRNA,AC139720.1
ENSG00000249815,lncRNA,AC004704.1
ENSG00000249816,lncRNA,LINC00964
ENSG00000249825,lncRNA,AC012636.1
ENSG00000249835,lncRNA,VCAN-AS1
ENSG00000249846,lncRNA,LINC02021
ENSG00000249849,lncRNA,AC138819.1
ENSG00000249853,protein_coding,HS3ST5
ENSG00000249854,lncRNA,CDH18-AS1
ENSG00000249856,lncRNA,AC116337.3
ENSG00000249867,lncRNA,LINC02742
ENSG00000249870,lncRNA,AC005920.2
ENSG00000249875,lncRNA,AC116616.1
ENSG00000249883,lncRNA,AC104803.1
ENSG00000249896,transcribed_unprocessed_pseudogene,LINC02495
ENSG00000249898,lncRNA,MCPH1-AS1
ENSG00000249899,lncRNA,AC025180.1
ENSG00000249906,lncRNA,AC006487.1
ENSG00000249915,protein_coding,PDCD6
ENSG00000249916,lncRNA,AC119150.1
ENSG00000249917,lncRNA,LINC00536
ENSG00000249937,lncRNA,LINC02223
ENSG00000249961,protein_coding,TERB1
ENSG00000249984,lncRNA,AC026780.2
ENSG00000249988,lncRNA,AC092546.1
ENSG00000249992,protein_coding,TMEM158
ENSG00000249993,lncRNA,BFSP2-AS1
ENSG00000249998,lncRNA,AC106894.1
ENSG00000250007,lncRNA,AC087457.1
ENSG00000250012,lncRNA,AC079848.1
ENSG00000250015,lncRNA,AC018752.1
ENSG00000250021,protein_coding,ARPIN-AP3S2
ENSG00000250039,lncRNA,AC096719.1
ENSG00000250049,lncRNA,AC114316.1
ENSG00000250056,lncRNA,LINC01018
ENSG00000250062,lncRNA,AC104827.1
ENSG00000250064,lncRNA,AC097480.1
ENSG00000250067,protein_coding,YJEFN3
ENSG00000250072,lncRNA,SH3TC2-DT
ENSG00000250075,lncRNA,AC104806.2
ENSG00000250092,lncRNA,AC096576.3
ENSG00000250095,lncRNA,NREP-AS1
ENSG00000250101,lncRNA,AC106795.3
ENSG00000250116,lncRNA,AC018682.1
ENSG00000250125,lncRNA,LINC02232
ENSG00000250127,lncRNA,LINC02108
ENSG00000250131,lncRNA,AC078881.1
ENSG00000250137,lncRNA,AC093607.1
ENSG00000250155,lncRNA,AC008957.1
ENSG00000250156,lncRNA,LINC02060
ENSG00000250159,lncRNA,AC106791.1
ENSG00000250167,lncRNA,AC034206.1
ENSG00000250190,lncRNA,LINC02364
ENSG00000250195,lncRNA,AC109927.1
ENSG00000250198,lncRNA,LINC02199
ENSG00000250220,lncRNA,AC053527.2
ENSG00000250222,lncRNA,AC008443.5
ENSG00000250241,lncRNA,AC105383.1
ENSG00000250243,lncRNA,AC110296.1
ENSG00000250244,lncRNA,AC010307.4
ENSG00000250295,lncRNA,RDH10-AS1
ENSG00000250302,lncRNA,LINC01618
ENSG00000250305,protein_coding,TRMT9B
ENSG00000250312,protein_coding,ZNF718
ENSG00000250317,protein_coding,SMIM20
ENSG00000250320,lncRNA,AC113383.1
ENSG00000250326,lncRNA,AC104596.1
ENSG00000250328,lncRNA,AC022101.1
ENSG00000250331,lncRNA,LINC01340
ENSG00000250334,lncRNA,LINC00989
ENSG00000250343,lncRNA,STK32A-AS1
ENSG00000250349,protein_coding,AF241726.2
ENSG00000250354,lncRNA,AC069272.1
ENSG00000250361,protein_coding,GYPB
ENSG00000250366,protein_coding,TUNAR
ENSG00000250377,lncRNA,AC008525.1
ENSG00000250383,lncRNA,AC008871.1
ENSG00000250387,lncRNA,LINC02197
ENSG00000250390,lncRNA,AP001790.1
ENSG00000250397,lncRNA,AP006623.1
ENSG00000250407,lncRNA,AC008728.1
ENSG00000250410,lncRNA,AC112722.1
ENSG00000250421,lncRNA,AC106798.1
ENSG00000250448,lncRNA,AC092335.1
ENSG00000250479,protein_coding,CHCHD10
ENSG00000250486,protein_coding,FAM218A
ENSG00000250490,lncRNA,LINC02145
ENSG00000250493,lncRNA,AP004147.1
ENSG00000250510,protein_coding,GPR162
ENSG00000250565,protein_coding,ATP6V1E2
ENSG00000250571,protein_coding,GLI4
ENSG00000250579,lncRNA,AC022424.1
ENSG00000250590,lncRNA,LINC02492
ENSG00000250592,lncRNA,AC055733.2
ENSG00000250602,lncRNA,AC093535.1
ENSG00000250603,lncRNA,AC068658.1
ENSG00000250616,lncRNA,AC012645.1
ENSG00000250634,lncRNA,LINC01182
ENSG00000250643,lncRNA,AC083906.3
ENSG00000250697,lncRNA,AC010343.3
ENSG00000250699,lncRNA,AP000892.1
ENSG00000250706,lncRNA,AC079340.1
ENSG00000250722,protein_coding,SELENOP
ENSG00000250723,lncRNA,AC016687.2
ENSG00000250751,lncRNA,AC015795.1
ENSG00000250754,lncRNA,LINC02436
ENSG00000250761,lncRNA,AC093305.1
ENSG00000250764,lncRNA,AC025178.1
ENSG00000250802,lncRNA,ZBED3-AS1
ENSG00000250842,lncRNA,AC137770.1
ENSG00000250846,lncRNA,EPHA5-AS1
ENSG00000250891,lncRNA,LINC02208
ENSG00000250903,lncRNA,GMDS-DT
ENSG00000250905,lncRNA,AC093893.1
ENSG00000250909,lncRNA,AC138956.1
ENSG00000250910,lncRNA,AC097467.3
ENSG00000250938,lncRNA,AC073475.1
ENSG00000250954,lncRNA,AC016687.3
ENSG00000250961,lncRNA,AC025470.2
ENSG00000250974,lncRNA,LINC02196
ENSG00000250981,lncRNA,AC016650.1
ENSG00000250988,lncRNA,SNHG21
ENSG00000250994,lncRNA,AC005355.1
ENSG00000251027,lncRNA,LINC01950
ENSG00000251033,lncRNA,AC113347.4
ENSG00000251034,lncRNA,AC087854.1
ENSG00000251059,lncRNA,AC139722.1
ENSG00000251072,lncRNA,LMNB1-DT
ENSG00000251075,lncRNA,HTT-AS
ENSG00000251076,lncRNA,AC104126.1
ENSG00000251095,lncRNA,AC093866.1
ENSG00000251129,lncRNA,LINC02506
ENSG00000251131,lncRNA,AC025171.3
ENSG00000251136,lncRNA,AF117829.1
ENSG00000251138,lncRNA,AC090015.1
ENSG00000251139,lncRNA,AC084871.1
ENSG00000251141,lncRNA,MRPS30-DT
ENSG00000251148,lncRNA,AL158068.2
ENSG00000251165,lncRNA,F11-AS1
ENSG00000251170,lncRNA,AC004052.1
ENSG00000251173,lncRNA,UCHL1-AS1
ENSG00000251182,lncRNA,LINC02497
ENSG00000251185,lncRNA,AC025244.1
ENSG00000251192,protein_coding,ZNF674
ENSG00000251209,lncRNA,LINC00923
ENSG00000251210,lncRNA,LINC02270
ENSG00000251221,lncRNA,LINC01337
ENSG00000251226,lncRNA,LINC02714
ENSG00000251247,protein_coding,ZNF345
ENSG00000251279,lncRNA,SMIM15-AS1
ENSG00000251293,lncRNA,AC008574.1
ENSG00000251294,lncRNA,AC091885.2
ENSG00000251301,lncRNA,LINC02384
ENSG00000251307,lncRNA,AC026704.1
ENSG00000251309,lncRNA,AP002075.1
ENSG00000251314,lncRNA,AC104123.1
ENSG00000251322,protein_coding,SHANK3
ENSG00000251339,lncRNA,AC017091.1
ENSG00000251357,protein_coding,AP000350.4
ENSG00000251361,lncRNA,AC012625.1
ENSG00000251364,lncRNA,AC107884.1
ENSG00000251369,protein_coding,ZNF550
ENSG00000251372,lncRNA,LINC00499
ENSG00000251381,lncRNA,LINC00958
ENSG00000251388,lncRNA,AC079380.1
ENSG00000251396,lncRNA,LINC01301
ENSG00000251398,lncRNA,LINC01256
ENSG00000251423,lncRNA,AC016576.1
ENSG00000251432,lncRNA,LINC02615
ENSG00000251438,lncRNA,AC104078.2
ENSG00000251442,lncRNA,LINC01094
ENSG00000251450,lncRNA,RASGRF2-AS1
ENSG00000251471,lncRNA,AC016933.1
ENSG00000251488,lncRNA,AC115622.1
ENSG00000251504,lncRNA,LINC01099
ENSG00000251555,lncRNA,AC096711.2
ENSG00000251556,lncRNA,AC091887.1
ENSG00000251562,lncRNA,MALAT1
ENSG00000251567,lncRNA,AC018680.1
ENSG00000251574,lncRNA,AC099520.1
ENSG00000251580,lncRNA,LINC02482
ENSG00000251600,lncRNA,AC107223.1
ENSG00000251602,lncRNA,AL928654.1
ENSG00000251613,lncRNA,AC063979.2
ENSG00000251615,lncRNA,AC104825.1
ENSG00000251620,lncRNA,STPG2-AS1
ENSG00000251629,lncRNA,LINC02241
ENSG00000251637,lncRNA,LINC02754
ENSG00000251652,lncRNA,AC092535.4
ENSG00000251654,lncRNA,AC099499.1
ENSG00000251655,protein_coding,PRB1
ENSG00000251661,lncRNA,AC136475.1
ENSG00000251670,lncRNA,AC113346.2
ENSG00000251675,lncRNA,AC010260.1
ENSG00000251680,lncRNA,AC008591.1
ENSG00000251867,lncRNA,AC009812.1
ENSG00000253103,lncRNA,LINC01609
ENSG00000253108,lncRNA,AC090993.1
ENSG00000253116,lncRNA,AC027698.1
ENSG00000253122,lncRNA,AC025366.1
ENSG00000253133,lncRNA,AC009630.1
ENSG00000253154,lncRNA,AC100801.1
ENSG00000253161,lncRNA,LINC01605
ENSG00000253184,lncRNA,AC011586.1
ENSG00000253194,lncRNA,AL137009.1
ENSG00000253197,lncRNA,AC117834.1
ENSG00000253199,lncRNA,LINC02153
ENSG00000253200,lncRNA,AC037459.2
ENSG00000253230,lncRNA,LINC00599
ENSG00000253236,lncRNA,LINC02143
ENSG00000253238,lncRNA,AC034114.2
ENSG00000253250,protein_coding,C8orf88
ENSG00000253276,protein_coding,CCDC71L
ENSG00000253288,lncRNA,AC046195.1
ENSG00000253301,lncRNA,LINC01606
ENSG00000253309,protein_coding,SERPINE3
ENSG00000253320,lncRNA,AZIN1-AS1
ENSG00000253331,lncRNA,AC008662.1
ENSG00000253347,lncRNA,AC040934.1
ENSG00000253352,lncRNA,TUG1
ENSG00000253356,lncRNA,AC084024.3
ENSG00000253361,lncRNA,AC069120.1
ENSG00000253368,protein_coding,TRNP1
ENSG00000253392,lncRNA,AC119403.1
ENSG00000253394,lncRNA,LINC00534
ENSG00000253420,lncRNA,AC103853.1
ENSG00000253434,lncRNA,LINC02237
ENSG00000253438,lncRNA,PCAT1
ENSG00000253452,lncRNA,AC124290.1
ENSG00000253457,protein_coding,SMIM18
ENSG00000253477,lncRNA,AC012213.1
ENSG00000253496,lncRNA,AC011586.2
ENSG00000253500,lncRNA,AF121898.1
ENSG00000253503,lncRNA,AC060765.1
ENSG00000253506,protein_coding,NACA2
ENSG00000253524,lncRNA,AC124290.2
ENSG00000253535,lncRNA,AC120193.1
ENSG00000253553,lncRNA,AC090578.1
ENSG00000253554,lncRNA,LINC01414
ENSG00000253557,lncRNA,AC100849.1
ENSG00000253559,lncRNA,OSGEPL1-AS1
ENSG00000253567,lncRNA,AC025871.1
ENSG00000253582,lncRNA,AC090579.1
ENSG00000253607,lncRNA,AC104316.1
ENSG00000253608,lncRNA,AC022915.2
ENSG00000253618,lncRNA,GRPEL2-AS1
ENSG00000253626,protein_coding,EIF5AL1
ENSG00000253627,lncRNA,AC105180.1
ENSG00000253633,lncRNA,AP002852.1
ENSG00000253636,lncRNA,AC022893.1
ENSG00000253641,lncRNA,AC104964.1
ENSG00000253642,lncRNA,AF279873.3
ENSG00000253649,protein_coding,PRSS51
ENSG00000253653,lncRNA,AC009185.1
ENSG00000253661,lncRNA,ZFHX4-AS1
ENSG00000253686,lncRNA,LINC01484
ENSG00000253690,lncRNA,AC021678.2
ENSG00000253693,lncRNA,AC008415.1
ENSG00000253704,lncRNA,AC023632.2
ENSG00000253706,lncRNA,AC011632.1
ENSG00000253710,protein_coding,ALG11
ENSG00000253716,lncRNA,MINCR
ENSG00000253719,protein_coding,ATXN7L3B
ENSG00000253720,lncRNA,AC022973.3
ENSG00000253729,protein_coding,PRKDC
ENSG00000253733,lncRNA,LZTS1-AS1
ENSG00000253734,lncRNA,LINC01289
ENSG00000253736,lncRNA,AC022217.3
ENSG00000253738,lncRNA,OTUD6B-AS1
ENSG00000253741,lncRNA,LNCOC1
ENSG00000253762,lncRNA,AC069133.1
ENSG00000253766,lncRNA,AC091946.1
ENSG00000253773,lncRNA,C8orf37-AS1
ENSG00000253784,lncRNA,AC090735.1
ENSG00000253796,lncRNA,AC104248.1
ENSG00000253797,protein_coding,UTP14C
ENSG00000253799,lncRNA,LINC01030
ENSG00000253807,lncRNA,LINC01170
ENSG00000253836,lncRNA,AC105031.2
ENSG00000253844,lncRNA,AC064807.2
ENSG00000253853,lncRNA,AC246817.1
ENSG00000253868,lncRNA,FER1L6-AS2
ENSG00000253875,lncRNA,AC013643.2
ENSG00000253877,lncRNA,LINC01608
ENSG00000253880,lncRNA,AC009435.1
ENSG00000253893,lncRNA,FAM85B
ENSG00000253901,lncRNA,AC103409.1
ENSG00000253925,lncRNA,AC011369.1
ENSG00000253944,lncRNA,AC027117.2
ENSG00000253948,lncRNA,VPS13B-DT
ENSG00000253965,lncRNA,AC008438.2
ENSG00000253967,lncRNA,AC022730.4
ENSG00000253973,lncRNA,AC079296.1
ENSG00000253976,lncRNA,AC022679.2
ENSG00000253980,lncRNA,AC010609.1
ENSG00000253982,lncRNA,AC100810.1
ENSG00000253988,lncRNA,AC079015.1
ENSG00000253992,lncRNA,AC103726.2
ENSG00000254004,protein_coding,ZNF260
ENSG00000254031,lncRNA,AC022858.1
ENSG00000254033,lncRNA,AC087855.1
ENSG00000254035,lncRNA,AC104117.3
ENSG00000254064,lncRNA,AC105206.2
ENSG00000254081,lncRNA,LINC01299
ENSG00000254083,lncRNA,LINC01591
ENSG00000254087,protein_coding,LYN
ENSG00000254092,lncRNA,AC021613.1
ENSG00000254099,lncRNA,AC005740.3
ENSG00000254101,lncRNA,LINC02055
ENSG00000254119,lncRNA,LINC02842
ENSG00000254123,lncRNA,LINC02839
ENSG00000254129,lncRNA,AC108449.1
ENSG00000254130,lncRNA,LINC01947
ENSG00000254138,lncRNA,AC113386.1
ENSG00000254171,lncRNA,AC114321.1
ENSG00000254186,lncRNA,AC113414.1
ENSG00000254187,lncRNA,AC008708.2
ENSG00000254202,lncRNA,AC015522.1
ENSG00000254206,protein_coding,NPIPB11
ENSG00000254222,lncRNA,AC023866.2
ENSG00000254226,lncRNA,LINC01933
ENSG00000254237,lncRNA,AC021242.2
ENSG00000254248,lncRNA,AC068189.1
ENSG00000254251,lncRNA,AC103770.1
ENSG00000254266,lncRNA,PKIA-AS1
ENSG00000254300,lncRNA,LINC01111
ENSG00000254303,lncRNA,AC037486.1
ENSG00000254319,lncRNA,AC246817.2
ENSG00000254333,lncRNA,NDST1-AS1
ENSG00000254343,lncRNA,AC091563.1
ENSG00000254349,lncRNA,MIR2052HG
ENSG00000254361,lncRNA,AC046195.2
ENSG00000254365,lncRNA,AC091820.2
ENSG00000254366,lncRNA,AC062004.1
ENSG00000254377,lncRNA,MIR124-2HG
ENSG00000254394,lncRNA,AC060765.2
ENSG00000254397,lncRNA,AC132192.1
ENSG00000254402,protein_coding,LRRC24
ENSG00000254404,lncRNA,AP003306.1
ENSG00000254420,lncRNA,AP003086.1
ENSG00000254427,lncRNA,LINC02696
ENSG00000254428,lncRNA,AP003392.1
ENSG00000254456,lncRNA,LINC02699
ENSG00000254459,lncRNA,AP002812.2
ENSG00000254469,protein_coding,AP002495.1
ENSG00000254470,protein_coding,AP5B1
ENSG00000254489,lncRNA,MPPED2-AS1
ENSG00000254528,lncRNA,AP000757.1
ENSG00000254530,lncRNA,LINC02755
ENSG00000254531,lncRNA,AP001816.1
ENSG00000254532,lncRNA,AL358944.1
ENSG00000254538,lncRNA,AC027018.1
ENSG00000254539,lncRNA,AC239804.1
ENSG00000254542,lncRNA,NAV2-AS3
ENSG00000254553,protein_coding,AL033529.1
ENSG00000254560,lncRNA,BBOX1-AS1
ENSG00000254561,lncRNA,AP003393.1
ENSG00000254571,lncRNA,AL358937.1
ENSG00000254585,protein_coding,MAGEL2
ENSG00000254587,lncRNA,AP003066.1
ENSG00000254604,lncRNA,AP002336.2
ENSG00000254607,lncRNA,AP001783.1
ENSG00000254610,transcribed_unprocessed_pseudogene,AC004923.1
ENSG00000254614,lncRNA,AP003068.2
ENSG00000254631,lncRNA,AP001372.1
ENSG00000254635,lncRNA,WAC-AS1
ENSG00000254659,lncRNA,LINC02715
ENSG00000254682,lncRNA,AP002387.2
ENSG00000254687,lncRNA,AC009646.2
ENSG00000254690,lncRNA,AC233992.1
ENSG00000254705,lncRNA,AP000722.1
ENSG00000254726,protein_coding,MEX3A
ENSG00000254731,lncRNA,AP003059.1
ENSG00000254733,lncRNA,AP001831.1
ENSG00000254734,lncRNA,AC107973.1
ENSG00000254757,lncRNA,AC127526.1
ENSG00000254768,lncRNA,AC104009.1
ENSG00000254777,lncRNA,AC022182.1
ENSG00000254787,lncRNA,AP001825.1
ENSG00000254806,protein_coding,SYS1-DBNDD2
ENSG00000254813,lncRNA,AC123777.1
ENSG00000254827,protein_coding,SLC22A18AS
ENSG00000254837,lncRNA,AP001372.2
ENSG00000254842,lncRNA,LINC02551
ENSG00000254858,protein_coding,MPV17L2
ENSG00000254860,lncRNA,TMEM9B-AS1
ENSG00000254862,lncRNA,AC100771.2
ENSG00000254865,lncRNA,AC100763.1
ENSG00000254870,protein_coding,ATP6V1G2-DDX39B
ENSG00000254907,lncRNA,AC087276.2
ENSG00000254966,lncRNA,AC103974.1
ENSG00000254968,lncRNA,LINC02763
ENSG00000254972,lncRNA,AP003498.1
ENSG00000254973,lncRNA,AC105219.4
ENSG00000254986,protein_coding,DPP3
ENSG00000254987,lncRNA,AP002989.1
ENSG00000254995,protein_coding,STX16-NPEPL1
ENSG00000254999,protein_coding,BRK1
ENSG00000255027,lncRNA,AP000842.2
ENSG00000255028,lncRNA,AP003049.2
ENSG00000255041,lncRNA,AC103855.3
